ID	website	job_function	category_id	category_name
1013	cpjobs	Banking / Finance (Risk Management)		Others
1014	cpjobs	Banking / Finance (Treasury)		Others
1015	cpjobs	Banking / Finance (Others)		Others
1016	cpjobs	Catering / Hospitality (Bartender / Barmaid / Sommelier)		Others
1017	cpjobs	Catering / Hospitality (Cashier)		Others
1018	cpjobs	Catering / Hospitality (Catering Service)		Others
1019	cpjobs	Catering / Hospitality (Chef / Cook)		Others
1020	cpjobs	Catering / Hospitality (Cleaner / Dishwasher / Kitchen Worker)		Others
1021	cpjobs	Catering / Hospitality (Customer Service / Ambassador)		Others
1022	cpjobs	Catering / Hospitality (Food & Beverage)		Others
1023	cpjobs	Catering / Hospitality (Front Desk / Front Office)		Others
1024	cpjobs	Catering / Hospitality (Housekeeping / Room Attendant)		Others
1025	cpjobs	Catering / Hospitality (Restaurant / Store Manager)		Others
1026	cpjobs	Catering / Hospitality (Waiter / Waitress)		Others
1027	cpjobs	Catering / Hospitality (Others)		Others
1028	cpjobs	Construction / Property (Architect)		Others
1029	cpjobs	Construction / Property (Building & Construction)		Others
1030	cpjobs	Construction / Property (Civil / Structural Engineering)		Others
1031	cpjobs	Construction / Property (Electrical & Mechanical Engineering)		Others
1032	cpjobs	Construction / Property (Extraction & Mining)		Others
1033	cpjobs	Construction / Property (Operations / Facility / Property Management)		Others
1034	cpjobs	Construction / Property (Project Management)		Others
1035	cpjobs	Construction / Property (Property Agency)		Others
1036	cpjobs	Construction / Property (Quantity Surveying / Quality Assurance)		Others
1037	cpjobs	Construction / Property (Residential / Commercial Leasing)		Others
1038	cpjobs	Construction / Property (Site Management)		Others
1039	cpjobs	Construction / Property (Surveying / Valuations / Investment)		Others
1040	cpjobs	Construction / Property (Trades & Skilled Labor)		Others
1041	cpjobs	Construction / Property (Others)		Others
1042	cpjobs	Design (Fashion Design)		Others
1043	cpjobs	Design (Graphic Design)		Others
1044	cpjobs	Design (Interior Design)		Others
1045	cpjobs	Design (Product / Industrial Design)		Others
1046	cpjobs	Design (Visual Merchandiser)		Others
1047	cpjobs	Design (Web / Multi-media Design)		Others
1048	cpjobs	Design (Others)		Others
1049	cpjobs	Digital / Web / Mobile (App Development)		Others
1050	cpjobs	Digital / Web / Mobile (Customer Relationship Management (CRM))		Others
1051	cpjobs	Digital / Web / Mobile (Digital Marketing / Social Media)		Others
1052	cpjobs	Digital / Web / Mobile (Game Development)		Others
1053	cpjobs	Digital / Web / Mobile (Usability (UI/UX))		Others
1054	cpjobs	Digital / Web / Mobile (Web Analytics)		Others
1055	cpjobs	Digital / Web / Mobile (Webmaster / SEO)		Others
1056	cpjobs	Digital / Web / Mobile (Others)		Others
1057	cpjobs	Education / Training (Childcare)		Others
1058	cpjobs	Education / Training (Library Services)		Others
1059	cpjobs	Education / Training (Management - Schools / University / Vocational)		Others
1060	cpjobs	Education / Training (Teacher - Early Child)		Others
1061	cpjobs	Education / Training (Teacher - Higher Education)		Others
1062	cpjobs	Education / Training (Teacher - Primary / Secondary)		Others
1063	cpjobs	Education / Training (Teacher - Special Needs)		Others
1064	cpjobs	Education / Training (Teacher - Tertiary / Vocational)		Others
1065	cpjobs	Education / Training (Training & Development)		Others
1066	cpjobs	Education / Training (Tutor / Teaching Assistant)		Others
1067	cpjobs	Education / Training (Others)		Others
1068	cpjobs	Engineering (Chemical Engineering)		Others
1069	cpjobs	Engineering (Draftsman / CAD)		Others
1070	cpjobs	Engineering (Electrical / Electronic Engineering)		Others
1071	cpjobs	Engineering (Engineering Project Management)		Others
1072	cpjobs	Engineering (Industrial Engineering)		Others
1073	cpjobs	Engineering (Materials Handling Engineering)		Others
1074	cpjobs	Engineering (Mechanical Engineering)		Others
1075	cpjobs	Engineering (Telecommunication / Wireless / Radio)		Others
1076	cpjobs	Engineering (Others)		Others
1077	cpjobs	Government / Social Service (Community Services / Non-profit Organisations)		Others
1078	cpjobs	Government / Social Service (Counselling / Social Work)		Others
1079	cpjobs	Government / Social Service (Fund Raising)		Others
1080	cpjobs	Government / Social Service (Government)		Others
1081	cpjobs	Government / Social Service (Project / Program Development)		Others
1082	cpjobs	Government / Social Service (Others)		Others
1083	cpjobs	Health / Fitness / Beauty Care / Recreation (Beauty Care Services)		Others
1084	cpjobs	Health / Fitness / Beauty Care / Recreation (Health Care Service)		Others
1085	cpjobs	Health / Fitness / Beauty Care / Recreation (Nutrition)		Others
1086	cpjobs	Health / Fitness / Beauty Care / Recreation (Sales / Customer Services)		Others
1087	cpjobs	Health / Fitness / Beauty Care / Recreation (Spa / Massage)		Others
1088	cpjobs	Health / Fitness / Beauty Care / Recreation (Sports / Fitness / Recreation)		Others
1089	cpjobs	Health / Fitness / Beauty Care / Recreation (Therapy)		Others
1090	cpjobs	Health / Fitness / Beauty Care / Recreation (Others)		Others
1091	cpjobs	Human Resources (Compensation & Benefits)		Others
1092	cpjobs	Human Resources (Employee Relations)		Others
1093	cpjobs	Human Resources (Generalist HR)		Others
1094	cpjobs	Human Resources (HR Director / Manager)		Others
1095	cpjobs	Human Resources (HR Information System (HRIS))		Others
1096	cpjobs	Human Resources (Recruitment / Executive Search)		Others
1097	cpjobs	Human Resources (Training & Development)		Others
1098	cpjobs	Human Resources (Others)		Others
1099	cpjobs	Information Technology (Application Development)		Others
1100	cpjobs	Information Technology (Database Administrator (DBA))		Others
1101	cpjobs	Information Technology (Engineering - Hardware)		Others
1102	cpjobs	Information Technology (Engineering - Network)		Others
1103	cpjobs	Information Technology (Help Desk / IT Support)		Others
1104	cpjobs	Information Technology (IT Management)		Others
1105	cpjobs	Information Technology (IT Project Management)		Others
1106	cpjobs	Information Technology (Information Services)		Others
1107	cpjobs	Information Technology (Network / System Admin)		Others
1108	cpjobs	Information Technology (Product Management / Development)		Others
1109	cpjobs	Information Technology (Sales - Pre / Post)		Others
1110	cpjobs	Information Technology (Security / Audit)		Others
1111	cpjobs	Information Technology (Software Development)		Others
1112	cpjobs	Information Technology (System / Business Analyst)		Others
1113	cpjobs	Information Technology (System Architect)		Others
1114	cpjobs	Information Technology (Team Leader)		Others
1115	cpjobs	Information Technology (Technical Writing / Consulting)		Others
1116	cpjobs	Information Technology (Telecommunication)		Others
1117	cpjobs	Information Technology (Testing)		Others
1118	cpjobs	Information Technology (Others)		Others
1119	cpjobs	Insurance (Actuarial)		Others
1120	cpjobs	Insurance (Claims)		Others
1121	cpjobs	Insurance (Insurance Agent / Broker)		Others
1122	cpjobs	Insurance (Underwriting)		Others
1123	cpjobs	Insurance (Others)		Others
1124	cpjobs	Legal / Professional Services (Business Consultancy)		Others
1125	cpjobs	Legal / Professional Services (Company Secretary)		Others
1126	cpjobs	Legal / Professional Services (Lawyer / Legal Services)		Others
1127	cpjobs	Legal / Professional Services (Legal & Compliance)		Others
1128	cpjobs	Legal / Professional Services (Paralegal / Legal support)		Others
1129	cpjobs	Legal / Professional Services (Solicitor / Attorney)		Others
1130	cpjobs	Legal / Professional Services (Translation)		Others
1131	cpjobs	Legal / Professional Services (Others)		Others
1132	cpjobs	Logistics / Transportation (Aviation Services)		Others
1133	cpjobs	Logistics / Transportation (Couriers / Drivers)		Others
1134	cpjobs	Logistics / Transportation (Customer Services)		Others
1135	cpjobs	Logistics / Transportation (Freight / Cargo Forwarding)		Others
1136	cpjobs	Logistics / Transportation (Planning & Analysis)		Others
1137	cpjobs	Logistics / Transportation (Public Transportation)		Others
1138	cpjobs	Logistics / Transportation (Sales / Business Development)		Others
1139	cpjobs	Logistics / Transportation (Shipping)		Others
1140	cpjobs	Logistics / Transportation (Supply Chain / Logistics)		Others
1141	cpjobs	Logistics / Transportation (Warehousing / Storage / Distribution)		Others
1142	cpjobs	Logistics / Transportation (General / Others)		Others
1143	cpjobs	Management (General Management)		Others
1144	cpjobs	Management (Top Executives (CEO, CFO, CTO, Director, MD))		Others
1145	cpjobs	Manufacturing (Operations Management)		Others
1146	cpjobs	Manufacturing (Printing)		Others
1147	cpjobs	Manufacturing (Product Development / Product Management)		Others
1148	cpjobs	Manufacturing (Production Planning / Control)		Others
1149	cpjobs	Manufacturing (Quality Assurance / Control)		Others
1150	cpjobs	Manufacturing (Others)		Others
1151	cpjobs	Marketing / Public Relations (Management)		Others
1152	cpjobs	Marketing / Public Relations (Marketing - Brand / Product Management)		Others
1153	cpjobs	Marketing / Public Relations (Marketing - Communications)		Others
1154	cpjobs	Marketing / Public Relations (Marketing - Corporate Communications)		Others
1155	cpjobs	Marketing / Public Relations (Marketing - Customer / Trade Marketing)		Others
1156	cpjobs	Marketing / Public Relations (Marketing - Digital Marketing)		Others
1157	cpjobs	Marketing / Public Relations (Marketing - General / Support)		Others
1158	cpjobs	Marketing / Public Relations (Marketing - Market Research)		Others
1159	cpjobs	Marketing / Public Relations (Public Relation - Crisis Management)		Others
1160	cpjobs	Marketing / Public Relations (Public Relation - Events Management)		Others
1161	cpjobs	Marketing / Public Relations (Public Relation - General / Support)		Others
1162	cpjobs	Marketing / Public Relations (Public Relation - Media / Investor Relations)		Others
1163	cpjobs	Marketing / Public Relations (Others)		Others
1164	cpjobs	Media / Advertising (Agency Account Servicing)		Others
1165	cpjobs	Media / Advertising (Broadcasting - TV / Radio)		Others
1166	cpjobs	Media / Advertising (Copy Writing)		Others
1167	cpjobs	Media / Advertising (Creative / Design)		Others
1168	cpjobs	Media / Advertising (Editorial / Journalism)		Others
1169	cpjobs	Media / Advertising (Media / Advertising Sales)		Others
1170	cpjobs	Media / Advertising (Media Strategy / Plan / Buy)		Others
1171	cpjobs	Media / Advertising (Photography / Video)		Others
1172	cpjobs	Media / Advertising (Print Media / Publishing)		Others
1173	cpjobs	Media / Advertising (Production / Programming)		Others
1174	cpjobs	Media / Advertising (Translation)		Others
1175	cpjobs	Media / Advertising (Others)		Others
1176	cpjobs	Medical Services (Doctor / Practitioner / Surgeon)		Others
1177	cpjobs	Medical Services (Medical Services Technician)		Others
1178	cpjobs	Medical Services (Nursing)		Others
1179	cpjobs	Medical Services (Pharmaceutical)		Others
1180	cpjobs	Medical Services (Specialist)		Others
1181	cpjobs	Medical Services (Therapist)		Others
1182	cpjobs	Medical Services (Others)		Others
1183	cpjobs	Merchandising / Purchasing (Merchandising - Electronics)		Others
1184	cpjobs	Merchandising / Purchasing (Merchandising - Footwear / Handbag / Accessories)		Others
1185	cpjobs	Merchandising / Purchasing (Merchandising - Furniture / Appliances)		Others
1186	cpjobs	Merchandising / Purchasing (Merchandising - Garment / Apparel)		Others
1187	cpjobs	Merchandising / Purchasing (Merchandising - Stationery / Sundries)		Others
1188	cpjobs	Merchandising / Purchasing (Merchandising - Toys)		Others
1189	cpjobs	Merchandising / Purchasing (Merchandising - Watches / Jewellery)		Others
1190	cpjobs	Merchandising / Purchasing (Purchasing / Procurement / Sourcing)		Others
1191	cpjobs	Merchandising / Purchasing (Others)		Others
1192	cpjobs	Quality Control / Quality Assurance (ISO, International Organization of Standardization)		Others
1193	cpjobs	Quality Control / Quality Assurance (Quality Control & Assurance)		Others
1194	cpjobs	Quality Control / Quality Assurance (Testing)		Others
1195	cpjobs	Quality Control / Quality Assurance (Others)		Others
1196	cpjobs	Sales / Business Development / Customer Service (Account Servicing)		Others
1197	cpjobs	Sales / Business Development / Customer Service (Business Development)		Others
1198	cpjobs	Sales / Business Development / Customer Service (Channel / Distribution)		Others
1199	cpjobs	Sales / Business Development / Customer Service (Customer service / Sales Support)		Others
1200	cpjobs	Sales / Business Development / Customer Service (Direct Sales)		Others
1201	cpjobs	Sales / Business Development / Customer Service (Property Sales)		Others
1202	cpjobs	Sales / Business Development / Customer Service (Retail Sales)		Others
1203	cpjobs	Sales / Business Development / Customer Service (Sales Engineer / Technical Sales)		Others
1204	cpjobs	Sales / Business Development / Customer Service (Sales Management)		Others
1205	cpjobs	Sales / Business Development / Customer Service (Telemarketing / Call Centre)		Others
1206	cpjobs	Sales / Business Development / Customer Service (Others)		Others
1207	cpjobs	Science / Lab / Research (Biotechnology)		Others
1208	cpjobs	Science / Lab / Research (Chemistry)		Others
1209	cpjobs	Science / Lab / Research (Environmental Science / Waste Management)		Others
1210	cpjobs	Science / Lab / Research (Laboratory)		Others
1211	cpjobs	Science / Lab / Research (Life Science)		Others
1212	cpjobs	Science / Lab / Research (Medical Science / Technology)		Others
1213	cpjobs	Science / Lab / Research (Research & Development (R&D))		Others
1214	cpjobs	Science / Lab / Research (Technician)		Others
1215	cpjobs	Science / Lab / Research (Others)		Others
1216	cpjobs	Security / Property Management / Safety Control (Guards, Security & Law Enforcement Workers)		Others
1217	cpjobs	Security / Property Management / Safety Control (Property Management)		Others
1218	cpjobs	Security / Property Management / Safety Control (Others)		Others
1219	cpjobs	Travel / Tourism (Airline)		Others
1220	cpjobs	Travel / Tourism (Customer Service / Guest Relations)		Others
1221	cpjobs	Travel / Tourism (Entertainers)		Others
1222	cpjobs	Travel / Tourism (Events / Conference)		Others
1223	cpjobs	Travel / Tourism (Reservation / Ticketing)		Others
1224	cpjobs	Travel / Tourism (Touring Guide / Travel Agency)		Others
1225	cpjobs	Travel / Tourism (Others)		Others
1226	cpjobs	Others (Animal Care)		Others
1227	cpjobs	Others (Entertainment / Performance)		Others
1228	cpjobs	Others (Graduate Trainee)		Others
1229	cpjobs	Others (Horticulture / Agriculture / Forestry)		Others
1230	cpjobs	Others (Management Trainee)		Others
1231	cpjobs	Others (Security / Safety Control)		Others
1232	cpjobs	Others (Others)		Others
1233	efc	Information Technology (Other)		Others
1234	efc	Information Technology (Development)		Others
1235	efc	Information Technology (Engineering)		Others
1236	efc	Information Technology (Project Management)		Others
1237	efc	Information Technology (Development/Programming)		Others
1238	efc	Information Technology (Business Analysis)		Others
1239	efc	Information Technology (Architecture and design)		Others
1240	efc	Information Technology (Fintech)		Others
1241	efc	Information Technology (Data management)		Others
1242	efc	Information Technology (Project / Programme management)		Others
1243	efc	Information Technology (System Administration Support)		Others
1244	efc	Information Technology (Strategy/Business Analyst)		Others
1245	efc	Information Technology (Product management)		Others
1246	efc	Information Technology (Cyber security)		Others
1247	efc	Information Technology (Infrastructure)		Others
1248	efc	Information Technology (Change and Transformation)		Others
1249	efc	Information Technology (Digital Transformation)		Others
1250	efc	Information Technology (Information security)		Others
1251	efc	Information Technology (IT Service management)		Others
1252	efc	Information Technology (Sales & Marketing)		Others
1253	efc	Information Technology (Program management)		Others
1254	efc	Information Technology (End user support/Help desk)		Others
1255	efc	Information Technology (System/ Network Administration)		Others
1256	efc	Information Technology (Quality management and testing)		Others
1257	efc	Information Technology (Training)		Others
1258	efc	Accounting & Finance (Other)	1	Accounting
1259	efc	Accounting & Finance (Accounting)	1	Accounting
1260	efc	Accounting & Finance (Audit)	1	Accounting
1261	efc	Accounting & Finance (Tax)	1	Accounting
1262	efc	Accounting & Finance (Financial/MGMT Accounting)	1	Accounting
1263	efc	Accounting & Finance (Financial Control)	1	Accounting
1264	efc	Accounting & Finance (Regulatory Reporting)	1	Accounting
1265	efc	Accounting & Finance (Financial Advisory Services)	1	Accounting
1266	efc	Accounting & Finance (Fund Administration)	1	Accounting
1267	efc	Accounting & Finance (Change and Transformation)	1	Accounting
1268	efc	Accounting & Finance (Consulting and Advisory)	1	Accounting
1269	efc	Accounting & Finance (Treasury)	1	Accounting
1270	efc	Accounting & Finance (Fund Accounting)	1	Accounting
1271	efc	Accounting & Finance (Administration)	1	Accounting
1272	efc	Accounting & Finance (Product Control)	1	Accounting
1273	efc	Accounting & Finance (FD/CFO)	1	Accounting
1274	efc	Accounting & Finance (Valuations)	1	Accounting
1275	efc	Accounting & Finance (Newly/Part Qualified)	1	Accounting
1276	efc	Accounting & Finance (Actuarial)	1	Accounting
1277	efc	Accounting & Finance (Practice)	1	Accounting
1278	efc	Investment Banking/M&A (Other)		Others
1279	efc	Investment Banking/M&A (M&A/Corporate Finance)		Others
1280	efc	Investment Banking/M&A (Operations)		Others
1281	efc	Investment Banking/M&A (Corporate Finance/M&A)		Others
1282	efc	Investment Banking/M&A (Accounting)		Others
1283	efc	Investment Banking/M&A (Consulting and Advisory)		Others
1284	efc	Investment Banking/M&A (Sales/Relationship Management)		Others
1285	efc	Investment Banking/M&A (Portfolio & Investment Management)		Others
1286	efc	Investment Banking/M&A (Compliance)		Others
1287	efc	Investment Banking/M&A (Audit)		Others
1288	efc	Investment Banking/M&A (Research & Business Analysis)		Others
1289	efc	Investment Banking/M&A (Project management)		Others
1290	efc	Investment Banking/M&A (Equities)		Others
1291	efc	Investment Banking/M&A (Origination)		Others
1292	efc	Investment Banking/M&A (Change and Transformation)		Others
1293	efc	Investment Banking/M&A (Real Estate)		Others
1294	efc	Investment Banking/M&A (Trading)		Others
1295	efc	Investment Banking/M&A (Product Control)		Others
1296	efc	Investment Banking/M&A (Administration)		Others
1297	efc	Investment Banking/M&A (Structured Products)		Others
1298	efc	Investment Banking/M&A (Credit)		Others
1299	efc	Investment Banking/M&A (Investor Relations)		Others
1300	efc	Investment Banking/M&A (Derivatives)		Others
1301	efc	Investment Banking/M&A (Quant & Structuring)		Others
1302	efc	Investment Banking/M&A (Commodities)		Others
1303	efc	Investment Banking/M&A (FX)		Others
1304	efc	Investment Banking/M&A (Broking)		Others
1305	efc	Investment Banking/M&A (Prime Brokerage)		Others
1306	efc	Investment Banking/M&A (Actuarial)		Others
1307	efc	Investment Banking/M&A (Interest Rates)		Others
1308	efc	Asset Management (Other)		Others
1309	efc	Asset Management (Analyst)		Others
1310	efc	Asset Management (Sales & Client Services)		Others
1311	efc	Asset Management (Operations)		Others
1312	efc	Asset Management (Accounting)		Others
1313	efc	Asset Management (Fund management)		Others
1314	efc	Asset Management (Portfolio Manager)		Others
1315	efc	Asset Management (Product Manager)		Others
1316	efc	Asset Management (Sales/Relationship Management)		Others
1317	efc	Asset Management (Compliance)		Others
1318	efc	Asset Management (Change and Transformation)		Others
1319	efc	Asset Management (Corporate Finance/M&A)		Others
1320	efc	Asset Management (Research & Business Analysis)		Others
1321	efc	Asset Management (Consulting and Advisory)		Others
1322	efc	Asset Management (Administration)		Others
1323	efc	Asset Management (Real Estate)		Others
1324	efc	Asset Management (Strategist/Economist)		Others
1325	efc	Asset Management (Audit)		Others
1326	efc	Asset Management (Quant & Structuring)		Others
1327	efc	Asset Management (Equities)		Others
1328	efc	Asset Management (Trading)		Others
1329	efc	Asset Management (Credit)		Others
1330	efc	Asset Management (Investor Relations)		Others
1331	efc	Asset Management (Derivatives)		Others
1332	efc	Asset Management (Investment Writer)		Others
1333	efc	Asset Management (Product Control)		Others
1334	efc	Asset Management (Structured Products)		Others
1335	efc	Asset Management (Dealer)		Others
1336	efc	Asset Management (Actuarial)		Others
1337	efc	Asset Management (FX)		Others
1338	efc	Asset Management (CIO)		Others
1339	efc	Asset Management (Interest Rates)		Others
1340	efc	Asset Management (Broking)		Others
1341	efc	Asset Management (Commodities)		Others
1342	efc	Operations (Other)		Others
1343	efc	Operations (Project / Programme management)		Others
1344	efc	Operations (Change and Transformation)		Others
1345	efc	Operations (Trade Support)		Others
1346	efc	Operations (Client services)		Others
1347	efc	Operations (Business management)		Others
1348	efc	Operations (Documentation)		Others
1349	efc	Operations (Settlements)		Others
1350	efc	Operations (Reconciliation)		Others
1351	efc	Operations (OPERATIONS/LOADMINISTRATION)		Others
1352	efc	Operations (Loan servicing)		Others
1353	efc	Operations (Corporate action)		Others
1354	efc	Operations (Clearing)		Others
1355	efc	Operations (Credit analysis)		Others
1356	efc	Operations (Collateral Management)		Others
1357	efc	Risk Management (Other)		Others
1358	efc	Risk Management (Operational)		Others
1359	efc	Risk Management (Credit)		Others
1360	efc	Risk Management (Market)		Others
1361	efc	Risk Management (Audit)		Others
1362	efc	Risk Management (Regulatory)		Others
1363	efc	Risk Management (Consulting and Advisory)		Others
1364	efc	Risk Management (Change and Transformation)		Others
1365	efc	Risk Management (Liquidity / asset backed risk)		Others
1366	efc	Risk Management (Project / Programme management)		Others
1367	efc	Risk Management (Country)		Others
1368	efc	Risk Management (Compliance/Legal)		Others
1369	efc	Risk Management (Compliance Regulatory)		Others
1370	efc	Risk Management (Other)		Others
1371	efc	Risk Management (In-house Legal)		Others
1372	efc	Corporate Banking (Other)		Others
1373	efc	Corporate Banking (Relationship Management)		Others
1374	efc	Corporate Banking (Transaction Banking)		Others
1375	efc	Corporate Banking (Acquisition Finance)		Others
1376	efc	Corporate Banking (Trade Finance)		Others
1377	efc	Corporate Banking (Loans Syndication)		Others
1378	efc	Corporate Banking (Structured/Tax Finance)		Others
1379	efc	Corporate Banking (Project Finance/PFI)		Others
1380	efc	Corporate Banking (Asset Finance/Leasing)		Others
1381	efc	Corporate Banking (Leveraged Finance)		Others
1382	efc	Consultancy		Others
1383	efc	Retail Banking (Branch and Retail Services)		Others
1384	efc	Retail Banking (Relationship management)		Others
1385	efc	Retail Banking (Call Centers and Customer Service)		Others
1386	efc	Retail Banking (Loans & credit)		Others
1387	efc	Retail Banking (Business Banking)		Others
1388	efc	Retail Banking (Insurance & investment)		Others
1389	efc	Retail Banking (Deposits & savings)		Others
1390	efc	Sales & Marketing		Others
1391	efc	Private Banking & Wealth Management (Client Relations)		Others
1392	efc	Private Banking & Wealth Management (Portfolio Management)		Others
1393	efc	Private Banking & Wealth Management (Private Client)		Others
1394	efc	Private Banking & Wealth Management (Product Specialisation)		Others
1395	efc	Private Banking & Wealth Management (Financial Planning)		Others
1396	efc	Private Banking & Wealth Management (Infrastructure)		Others
1397	efc	Capital Markets (Other)		Others
1398	efc	Capital Markets (Origination)		Others
1399	efc	Capital Markets (Documentation Structuring)		Others
1400	efc	Capital Markets (Execution)		Others
1401	efc	Capital Markets (Securitisation)		Others
1402	efc	Capital Markets (Syndication)		Others
1403	efc	Credit		Others
1404	efc	Information Services		Others
1405	efc	Quantitative Analytics (Other)		Others
1406	efc	Quantitative Analytics (Equity)		Others
1407	efc	Quantitative Analytics (Interest Rates)		Others
1408	efc	Quantitative Analytics (Credit)		Others
1409	efc	Quantitative Analytics (FX)		Others
1410	efc	Quantitative Analytics (Commodities)		Others
1411	efc	Insurance (Other)		Others
1412	efc	Insurance (Sales)		Others
1413	efc	Insurance (Actuarial)		Others
1414	efc	Insurance (Investment)		Others
1415	efc	Insurance (Underwriting)		Others
1416	efc	Insurance (Claims)		Others
1417	efc	Insurance (Broker)		Others
1418	efc	Hedge Funds (Other)		Others
1419	efc	Hedge Funds (IT/Quant)		Others
1420	efc	Hedge Funds (Finance Operations)		Others
1421	efc	Hedge Funds (Research Analysis)		Others
1422	efc	Hedge Funds (Sales & Marketing)		Others
1423	efc	Hedge Funds (Portfolio Manager)		Others
1424	efc	Hedge Funds (Trading)		Others
1425	efc	Hedge Funds (Risk Management)		Others
1426	efc	Hedge Funds (Prime Brokerage)		Others
1427	efc	Hedge Funds (Structuring)		Others
1428	efc	Private Equity & Venture Capital		Others
1429	efc	Global Custody (Client Services)		Others
1430	efc	Global Custody (Product Development Management)		Others
1431	efc	Global Custody (Other)		Others
1432	efc	Global Custody (Sales & Marketing)		Others
1433	efc	Global Custody (Relationship Management)		Others
1434	efc	Global Custody (Settlements)		Others
1435	efc	HR & Recruitment (Other)		Others
1436	efc	HR & Recruitment (HR Generalist)		Others
1437	efc	HR & Recruitment (Recruitment)		Others
1438	efc	HR & Recruitment (Compensation Benefits)		Others
1439	efc	HR & Recruitment (Training & Development)		Others
1440	efc	HR & Recruitment (Research)		Others
1441	efc	Research		Others
1442	efc	Trading (Other)		Others
1443	efc	Trading (Capital markets)		Others
1444	efc	Trading (Derivatives)		Others
1445	efc	Trading (Equities)		Others
1446	efc	Trading (Fixed Income)		Others
1447	efc	Trading (Commodities)		Others
1448	efc	Trading (FX Options)		Others
1449	efc	Trading (Credit)		Others
1450	efc	Trading (Interest Rates / OTC)		Others
1451	efc	Trading (Listed Derivatives)		Others
1452	efc	Trading (Forex)		Others
1453	efc	Trading (OTC Derivatives)		Others
1454	efc	Trading (FX Spots)		Others
1455	efc	Trading (Money markets)		Others
1456	efc	Trading (Swaps)		Others
1457	efc	Equities (Other)		Others
1458	efc	Equities (Research)		Others
1459	efc	Equities (Trading)		Others
1460	efc	Equities (Sales-Trading)		Others
1461	efc	Equities (Sales)		Others
1462	efc	Graduates & Internships (Graduate Trainee)		Others
1463	efc	Graduates & Internships (Internships)		Others
1464	efc	Graduates & Internships (Other)		Others
1465	efc	Derivatives (Other)		Others
1466	efc	Derivatives (Trading)		Others
1467	efc	Derivatives (Sales & Marketing)		Others
1468	efc	Derivatives (Research)		Others
1469	efc	Derivatives (Structuring)		Others
1470	efc	Investor Relations & PR (Communications & PR)		Others
1471	efc	Investor Relations & PR (Investor Relations)		Others
1472	efc	Investor Relations & PR (Other)		Others
1473	efc	FX & Money Markets (Other)		Others
1474	efc	FX & Money Markets (Sales)		Others
1475	efc	FX & Money Markets (Trading)		Others
1476	efc	FX & Money Markets (Sales-Trading)		Others
1477	efc	FX & Money Markets (Research)		Others
1478	efc	Real Estate		Others
1479	efc	Debt/Fixed Income (Other)		Others
1480	efc	Debt/Fixed Income (Sales)		Others
1481	efc	Debt/Fixed Income (Research)		Others
1482	efc	Debt/Fixed Income (Trading)		Others
1483	efc	Debt/Fixed Income (Sales-Trading)		Others
1484	efc	Commodities (Energy)		Others
1485	efc	Commodities (Trading)		Others
1486	efc	Commodities (Other)		Others
1487	efc	Commodities (Sales)		Others
1488	efc	Commodities (Research)		Others
1489	efc	Investment Consulting		Others
1490	efc	Industry & Commerce		Others
1491	efc	Public Sector		Others
1492	efc	Islamic Finance		Others